source,task_type,in_source_id,prompt,gold_standard_solution,verification_info,metadata,problem_id
synthetic_math,verifiable_math,,"The lengths of the sides of a triangle are $n-0.5$, $n$, and $n+0.5$ where $n$ is an integer. The largest angle is 150% the size of the smallest angle. Find the cosine of the smallest angle.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","Let the sides be $n-0.5$, $n$, and $n+0.5$. The smallest angle $x$ is opposite the side $n-0.5$, and the largest angle $y$ is opposite $n+0.5$. 

To find $\cos x$, we apply the law of cosines:
\[
\cos x = \frac{n^2 + (n + 0.5)^2 - (n - 0.5)^2}{2n(n + 0.5)} = \frac{1}{2n + 1}.
\]
The cosine of the largest angle $y$, which is 150% of $x$:
\[
\cos y = \cos 1.5x = 4\cos^3x - 3\cos x = 4\left(\frac{1}{2n + 1}\right)^3 - 3\left(\frac{1}{2n + 1}\right).
\]
Using the relation $y = 1.5x$, equating $\cos 1.5x$ and $\cos y$:
\[
\cos 1.5x = \frac{n^2 + (n-0.5)^2 - (n+0.5)^2}{2(n-0.5)(n+0.5)} = 0.
\]
Simplifying these equations, we get the polynomial:
\[
4 \left(\frac{1}{2n + 1}\right)^3 - 3 \left(\frac{1}{2n + 1}\right) = 0.
\]
This simplifies to find values for $n$ that correspond to valid triangle sides. Solving $n = 2$ meets the conditions and logic.

Thus, with $n=2$, the smallest angle's cosine is $\cos x = \boxed{\frac{1}{5}}$.",{'ground_truth': '\\frac{1}{5}'},{},vfm_589815
cn_k12,verifiable_math,,"Given a sequence where $a_n = -n^2 + 10n + 11$, find the term, starting from the first one, up to which the sum of the terms of the sequence $\{a_n\}$ is the maximum.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","Since $a_n = -n^2 + 10n + 11$, we can solve the inequality $a_n \geq 0$, i.e., $-n^2 + 10n + 11 \geq 0$. Solving this, we get $-1 \leq n \leq 11$.

Because $n$ is a positive integer ($n \in \mathbb{N_+}$), we have $1 \leq n \leq 11$,
thus for $a_1, a_2, ..., a_{10}$, the sequence values are non-negative. We also get $a_{11} = 0$, and for $n \geq 12$, the terms $a_n$ become negative.

Hence, the sum of the sequence $\{a_n\}$ from the first term to the 10th term is the same as the sum to the 11th term since $a_{11} = 0$; this is where the sum reaches its maximum value.

Therefore, the answer is that the sum is maximized either at the 10th or the 11th term:
\[
\boxed{10 \text{ or } 11}.
\]",{'ground_truth': '10 \\text{ or } 11'},{},vfm_609847
cn_k12,verifiable_math,,"Let \(0 < a < 1\), and \(m=\log_{a}(a^{2}+1)\), \(n=\log_{a}(a+1)\), \(p=\log_{a}(2a)\). Then, determine the relationship among \(m\), \(n\), and \(p\).

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","When \\(0 < a < 1\\), according to the arithmetic mean inequality, we know that \\(a^{2}+1 > 2a\\). Since the logarithmic function with base \\(a\\) is monotonically decreasing within its domain, it follows that \\(m < p\\).

Furthermore, since \\((a^{2}+1)-(a+1)=a^{2}-a\\) is always less than \\(0\\), which means \\(a^{2}+1 < a+1\\), and again by the monotonically decreasing property of the logarithmic function with base \\(a\\), it follows that \\(m > n\\).

In summary, we have \\(\boxed{p > m > n}\\).

Therefore, the correct answer is B.

When \\(0 < a < 1\\), compare the sizes of \\(a^{2}+1\\) and \\(a+1\\), and then compare the sizes of \\(a^{2}+1\\) and \\(2a\\). By utilizing the monotonicity of the logarithmic function, we can determine the solution.

This question mainly examines the monotonicity of the logarithmic function and basic inequalities, and it is considered a basic question.",{'ground_truth': 'p > m > n'},{},vfm_282343
cn_k12,verifiable_math,,"For what value of the real number $m$ is $z=\lg(m^2-2m-2) + (m^2+3m+2)i$  
(Ⅰ) (1) a purely imaginary number; (2) a real number;  
(Ⅱ) the corresponding point in the second quadrant of the complex plane.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","(Ⅰ) 
(1) For $z$ to be a purely imaginary number, the real part of $z$, $\lg(m^2-2m-2)$, must be equal to 0, and the imaginary part, $m^2+3m+2$, must be nonzero. Solving the equation $\lg(m^2-2m-2) = 0$ gives us $m^2 - 2m - 2 = 1$, which simplifies to $m^2 - 2m - 3 = 0$. Factoring, we get $(m - 3)(m + 1) = 0$. Thus, $m = 3$ or $m = -1$. However, $m^2 + 3m + 2$ must also be nonzero. Plugging $m = 3$ into the imaginary part gives us $3^2 + 3 \cdot 3 + 2$, which is nonzero. If we plug in $m = -1$, we get $(-1)^2 + 3(-1) + 2$, which equals 0. Therefore, $m = 3$ is the only solution such that $z$ is a purely imaginary number. We have:  
$$ z = \lg(m^2-2m-2) + (m^2+3m+2)i = \boxed{9i} \text{ when } m = 3. $$

(2) For $z$ to be a real number, the imaginary part, $m^2+3m+2$, must be equal to 0. Factoring this quadratic equation, we have $(m + 1)(m + 2) = 0$. The solutions are $m = -1$ and $m = -2$. Therefore, $z$ can be real when $m$ is -1 or -2. The real values of $z$ are:
$$ z = \lg(m^2-2m-2) \text{ where } m = -1 \text{ or } m = -2. $$

(Ⅱ) For the corresponding point to be in the second quadrant of the complex plane, the real part must be negative and the imaginary part must be positive. The conditions we need are:
$$ \begin{cases} \lg(m^2-2m-2) < 0 \\ m^2+3m+2 > 0 \end{cases} $$
From the first inequality, $\lg(m^2-2m-2) < 0$ implies $m^2-2m-2 < 1$, which simplifies to $m^2 - 2m - 3 < 0$. Factoring gives $(m - 3)(m + 1) < 0$, which means $-1 < m < 3$. The second inequality, $m^2+3m+2 > 0$, factors to $(m + 1)(m + 2) > 0$. This inequality holds for $m < -2$ or $m > -1$. Combining these inequalities, the solution where $m$ lies in the range $-1 < m < 3$ and is greater than $-1$ is the range $-1 < m < 3$. Therefore, for the complex number to correspond to a point in the second quadrant, $m$ must be in the range $-1 < m < 3$, and we have:  
$$ -1 < m < 3 \text{ is the range for which the point in the complex plane is in the second quadrant.} $$",{'ground_truth': '9i'},{},vfm_572579
cn_k12,verifiable_math,,"What is the imaginary part of the complex number $\frac{1}{1+2i}$?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To find the imaginary part of the complex number $\frac{1}{1+2i}$, we first need to simplify the expression. We do this by multiplying the numerator and the denominator by the conjugate of the denominator. The conjugate of $1+2i$ is $1-2i$. This process is known as rationalizing the denominator.

Step 1: Multiply the numerator and the denominator by the conjugate of the denominator.
$$\frac{1}{1+2i} \cdot \frac{1-2i}{1-2i}$$

Step 2: Apply the distributive property (FOIL method) in the denominator.
$$=\frac{1-2i}{(1+2i)(1-2i)}$$

Step 3: Simplify the denominator using the difference of squares formula, $(a+b)(a-b)=a^2-b^2$.
$$=\frac{1-2i}{1^2-(2i)^2}$$
$$=\frac{1-2i}{1-(-4)}$$
$$=\frac{1-2i}{5}$$

Step 4: Divide both terms in the numerator by the denominator.
$$=\frac{1}{5}-\frac{2}{5}i$$

Therefore, the imaginary part of the complex number $\frac{1}{1+2i}$ is $-\frac{2}{5}$. Matching this with the given options, the correct answer is:

$$\boxed{C}$$",{'ground_truth': '-\\frac{2}{5}'},{},vfm_580962
synthetic_amc,verifiable_math,,"What day of the week will it be 75 days after Max's birthday, which is on a Tuesday?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To find out the day 75 days after Max's birthday, which falls on a Tuesday, we can use the methods of weekly cycles and modular arithmetic.

#### Using Weekly Cycles:
1. As each week has 7 days, a cycle is completed every week, making the same weekday every 7 days. Consequently, days like 7, 14, 21, ..., that are multiples of 7, all fall on Tuesday.
2. The largest multiple of 7 less than 75 is 70, which is also a Tuesday (as 70 = 7 * 10).
3. Calculating the day 75 days after by adding the remaining days:
   - Wednesday (71 days after),
   - Thursday (72 days after),
   - Friday (73 days after),
   - Saturday (74 days after)
   - Sunday (75 days after).

#### Using Modular Arithmetic:
1. Compute $75 \mod 7$ to find the number of days beyond the complete weeks:
   \[
   75 \mod 7 = 5
   \]
   Therefore, 75 days cover 10 full weeks plus 5 extra days.
2. Counting 5 days from Tuesday:
   - Wednesday (1 day after),
   - Thursday (2 days after),
   - Friday (3 days after),
   - Saturday (4 days after),
   - Sunday (5 days after).

Both methods confirm that 75 days after a Tuesday is a Sunday.

$\text{Sunday}$
The final answer is $\boxed{D) Sunday}$",{'ground_truth': 'Sunday'},{},vfm_656333
cn_k12,verifiable_math,,"Given that the probability distribution law of the random variable $\xi$ is $P(\xi=n)= \frac {a}{n(n+1)}(n=1,2,3,4)$, where $a$ is a constant, find the value of $P( \frac {1}{2} < \xi < \frac {5}{2})$.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","From the given information, we know that the sum of all probabilities is $1$. Therefore, we have $\frac {a}{2}+ \frac {a}{6}+ \frac {a}{12}+ \frac {a}{20}=1$, which gives us $a= \frac {5}{4}$.

Now, we can calculate $P( \frac {1}{2} < \xi < \frac {5}{2})=P(\xi=1)+P(\xi=2)= \frac {a}{2}+ \frac {a}{6}= \frac {2}{3}\times \frac {5}{4}= \boxed{\frac {5}{6}}$.

This problem tests the computation of probability and the student's ability to analyze and solve problems. It is a basic question.",{'ground_truth': '\\frac {5}{6}'},{},vfm_621444
olympiads,verifiable_math,,"
Solve the following inequality:
$$
\left|\log_{2} x - 3\right| + \left|2^{x} - 8\right| \geq 9.
$$

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","

Given the inequality:
\[
\left| \log_{2} x - 3 \right| + \left| 2^{x} - 8 \right| \geqslant 9
\]

We need to find the solution set for \( x \). Since \( x > 0 \), we will discuss this problem in three different interval cases.

1. **Case 1: When \( x \in (0,3] \)**

   In this interval, we have:
   \[
   \left| \log_{2} x - 3 \right| = 3 - \log_{2} x
   \]
   and
   \[
   \left| 2^{x} - 8 \right| = 8 - 2^{x}
   \]
   So, the inequality becomes:
   \[
   (3 - \log_{2} x) + (8 - 2^{x}) \geqslant 9
   \]
   Simplifying, we get:
   \[
   11 - \log_{2} x - 2^{x} \geqslant 9 
   \]
   \[
   2 - \log_{2} x - 2^{x} \leqslant 0 
   \]
   \[
   2^{x} + \log_{2} x \leqslant 2
   \]
   Let \( f(x) = 2^{x} + \log_{2} x \). We will now check the behavior of this function on the interval \((0, 3]\).

   Noting that \( f(x) \) is strictly increasing within \((0, 3] \) since both \( 2^{x} \) and \(\log_{2} x\) are strictly increasing, and
   \[
   f(1) = 2 + \log_{2} 1 = 2 + 0 = 2
   \]
   Hence, we find:
   \[
   0 < x \leqslant 1
   \]

2. **Case 2: When \( x \in (3, 8] \)**

   In this interval, we have:
   \[
   \left| \log_{2} x - 3 \right| = 3 - \log_{2} x
   \]
   and
   \[
   \left| 2^{x} - 8 \right| = 2^{x} - 8
   \]
   So, the inequality becomes:
   \[
   (3 - \log_{2} x) + (2^{x} - 8) \geqslant 9
   \]
   Simplifying, we get:
   \[
   2^{x} - \log_{2} x \geqslant 14
   \]
   Let \( g(x) = 2^{x} - \log_{2} x \). We check the behavior of \( g(x) \) on the interval \( [3, 8] \).

   The first derivative of \( g(x) \):
   \[
   g'(x) = 2^{x} \ln 2 - \frac{1}{x \ln 2}
   \]
   When \( x \geqslant 3 \):
   \[
   2^{x} \ln 2 \geq 8 \ln 2 \quad \text{and} \quad \frac{1}{x \ln 2} \leq \frac{1}{3 \ln 2}
   \]
   Also:
   \[
   8 \ln 2 - \frac{1}{3 \ln 2} > 0
   \]
   Hence, \( g(x) \) is strictly increasing for \( x \geq 3 \). Evaluating at \( x = 4 \):
   \[
   g(4) = 2^{4} - \log_{2} 4 = 16 - 2 = 14 
   \]
   Thus, the solutions in this interval:
   \[
   4 \leq x \leq 8
   \]

3. **Case 3: When \( x > 8 \)**

   In this interval, we have:
   \[
   \left| \log_{2} x - 3 \right| = \log_{2} x - 3
   \]
   and
   \[
   \left| 2^{x} - 8 \right| = 2^{x} - 8
   \]
   So, the inequality becomes:
   \[
   (\log_{2} x - 3) + (2^{x} - 8) \geqslant 9
   \]
   Simplifying, we get:
   \[
   2^{x} + \log_{2} x \geq 20
   \]
   For \( x > 8 \), we have:
   \[
   2^{x} + \log_{2} x > 2^{8} + \log_{2} 8 = 256 + 3 = 259 > 20
   \]
   Thus:
   \[
   x > 8 \text{ satisfies the inequality}
   \]

Combining the results from all cases, the solution set is:
\[
(0,1] \cup [4,+\infty)
\]

Conclusion:
\[
\boxed{(0,1] \cup [4,+\infty)}
\]","{'ground_truth': '(0,1] \\cup [4,+\\infty)'}",{},vfm_638903
olympiads,verifiable_math,,"Quadrilateral \(ABCD\) is inscribed in circle \(\Gamma\). Segments \(AC\) and \(BD\) intersect at \(E\). Circle \(\gamma\) passes through \(E\) and is tangent to \(\Gamma\) at \(A\). Suppose that the circumcircle of triangle \(BCE\) is tangent to \(\gamma\) at \(E\) and is tangent to line \(CD\) at \(C\). Suppose that \(\Gamma\) has a radius of 3 and \(\gamma\) has a radius of 2. Compute \(BD\).

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","
1. **Understanding the Problem**:
    - We have a quadrilateral \(ABCD\) inscribed in a circle \(\Gamma\) with segments \(AC\) and \(BD\) intersecting at \(E\).
    - Circle \(\gamma\) passes through \(E\) and is tangent to \(\Gamma\) at \(A\). \(\gamma\) also serves as the circumcircle for \(\triangle BCE\), tangential to line \(CD\) at \(C\).
    - The radius of \(\Gamma\) is \(3\) and the radius of \(\gamma\) is \(2\).
    - We need to find the length of \(BD\).

2. **Key Observation**:
    - Notice the similarities and tangency conditions involving \(C\), \(A\), and \(D\). Specifically, \( \triangle ACD \) is equilateral since \(CA = CD = AD\).

3. **Angles and Equilateral Triangle**:
    - Using the tangency at \(C\):
    \[
    \angle DCA = \angle DCE = \angle EBC = \angle DBC = \angle DAC,
    \]
    - This implies that \(CA = CD\).

4. **Tangency and Homothety**:
    - Considering the common tangent of \(\gamma\) and \(\Gamma\) at \(A\), and applying homothety, we assert that:
    \[
    AC = AD.
    \]

5. **Equilateral Triangle Confirmation**:
    - From the above relationships:
    \[
    CA = CD = AD.
    \]
    - Therefore, \( \triangle ACD \) is equilateral.

6. **Length Computation**:
    - Compute the side length of the equilateral triangle \(ACD\) using the radius of \(\Gamma\):
    \[
    AC = 2 R_{\Gamma} \cdot \sin(60^\circ) = 2 \times 3 \times \frac{\sqrt{3}}{2} = 3\sqrt{3}.
    \]

7. **Compute \( AE \)**:
    - Using the radius of \(\gamma\):
    \[
    AE = 2 R_{\gamma} \cdot \sin(60^\circ) = 2 \times 2 \times \frac{\sqrt{3}}{2} = 2\sqrt{3}.
    \]

8. **Stewart's Theorem**:
    - Now apply Stewart's theorem on \( \triangle ACD \) to find \(ED\):
    \[
    \text{Using Stewart's theorem: } 
    \]
    \[
    (AD^2 \cdot m + CD^2 \cdot m + AC^2 \cdot n = BC^2 \cdot d)
    \]

9. **Calculations**:
    - By Side-Formula and Power of Point:
    \[
    ED = \sqrt{21},
    \]
    - Use Power of Point to get \(EB\):
    \[
    EB = \frac{AE \cdot EC}{ED} = \frac{2 \sqrt{21}}{7}.
    \]

10. **Final Length \(BD\)**:
    - Combine \(BE\) and \(ED\):
    \[
    BD = BE + ED = \frac{2 \sqrt{21}}{7} + \sqrt{21} = \frac{9 \sqrt{21}}{7}.
    \]

### Conclusion:
\[
\boxed{\frac{9\sqrt{21}}{7}}
\]",{'ground_truth': '\\frac{9\\sqrt{21}}{7}'},{},vfm_100867
cn_k12,verifiable_math,,"Express the number 320,000 in scientific notation.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To express the number 320,000 in scientific notation, we start by placing the decimal point after the first non-zero digit, which is 3 in this case. We then count how many places we move the decimal point to get from its original position to the new position. 

Starting with 320,000, we move the decimal point 5 places to the left to get 3.2. This gives us:

$$320,000 = 3.2 \times 10^{5}.$$

This means that the number 320,000 is represented in scientific notation as $3.2 \times 10^{5}$, which matches option C. 

Therefore, the correct answer is $\boxed{C}$.",{'ground_truth': '3.2 * 10^5'},{},vfm_479957
aops_forum,verifiable_math,,"Point D is from AC of triangle ABC so that 2AD=DC. Let DE be perpendicular to BC and AE
intersects BD at F. It is known that triangle BEF is equilateral. Find <ADB?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","1. **Define the problem and given conditions:**
   - Point \( D \) is on \( AC \) of triangle \( \triangle ABC \) such that \( 2AD = DC \).
   - \( DE \) is perpendicular to \( BC \).
   - \( AE \) intersects \( BD \) at \( F \).
   - \( \triangle BEF \) is equilateral.
   - We need to find \( \angle ADB \).

2. **Introduce angle \( \alpha \):**
   - Let \( \angle EAD = \alpha \).

3. **Apply the Law of Sines in \( \triangle ADE \):**
   \[
   \frac{DE}{\sin \alpha} = \frac{AD}{\sin 30^\circ}
   \]
   Since \( \sin 30^\circ = \frac{1}{2} \):
   \[
   \frac{DE}{\sin \alpha} = \frac{AD}{\frac{1}{2}} = 2AD
   \]

4. **Relate \( DE \) and \( DC \):**
   - Given \( 2AD = DC \), we have:
   \[
   \frac{DE}{\sin \alpha} = DC
   \]
   - This implies:
   \[
   \sin \alpha = \frac{DE}{DC}
   \]

5. **Relate \( \alpha \) and \( \angle ACE \):**
   - Since \( \sin \alpha = \sin \angle ACE \), we have:
   \[
   \alpha = \angle ACE \quad \text{(since \( \alpha + \angle ACE \neq 180^\circ \))}
   \]

6. **Use the equilateral triangle property:**
   - Since \( \triangle BEF \) is equilateral, \( \angle AEB = 60^\circ \).
   - Therefore:
   \[
   \alpha + \angle ACE = 60^\circ
   \]
   - Given \( \alpha = \angle ACE \):
   \[
   2\alpha = 60^\circ \implies \alpha = 30^\circ
   \]

7. **Find \( \angle ADF \) in \( \triangle ADF \):**
   - In \( \triangle ADF \):
   \[
   \angle ADF = 180^\circ - \alpha - \angle AFD
   \]
   - Given \( \alpha = 30^\circ \) and \( \angle AFD = 60^\circ \):
   \[
   \angle ADF = 180^\circ - 30^\circ - 60^\circ = 90^\circ
   \]

8. **Conclusion:**
   - Since \( \angle ADF = 90^\circ \), \( \angle ADB = 90^\circ \).

The final answer is \( \boxed{90^\circ} \)",{'ground_truth': '90^\\circ'},{},vfm_133233
olympiads,verifiable_math,,"Find the whole infinitely repeating decimal numbers that express the ratios \( \frac{1}{3}, \frac{1}{7}, \frac{1}{9} \). Verify the results by multiplication.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","
1. To find the infinite periodic decimals that represent the ratios \(1:3\), \(1:7\), and \(1:9\):
   
   - **Ratio \(1:3\):**
     
     \[
     \frac{1}{3} = 0.\overline{3}
     \]
     This can be written as:
     \[
     \left(0.3333\ldots \right)
     \]
     which can be simplified to:
     \[
     (3)
     \]
     
   - **Ratio \(1:7\):**
     
     \[
     \frac{1}{7} = 0.\overline{142857}
     \]
     This can be written as:
     \[
     \left(0.142857142857\ldots \right)
     \]
     which can be simplified to:
     \[
     (142857)
     \]
     
   - **Ratio \(1:9\):**
     
     \[
     \frac{1}{9} = 0.\overline{1}
     \]
     This can be written as:
     \[
     \left(0.1111\ldots \right)
     \]
     which can be simplified to:
     \[
     (1)
     \]

Conclusion. The infinite periodic decimals representing the ratios are:

\[
1:3 \quad (3)
\]
\[
1:7 \quad (142857)
\]
\[
1:9 \quad (1)
\]

\[
\boxed{(3), (142857), (1)}
\]","{'ground_truth': '(3), (142857), (1)'}",{},vfm_416174
